reference,country,date,sentiment_scores,sentiment_entropy
r980217a_FOMC,united states,1998-02-17,"{'positive': 0.09467455621301775, 'neutral': 0.8402366863905325, 'negative': 0.0650887573964497}",0.5472613792071114
r980226a_FOMC,united states,1998-02-26,"{'positive': 0.09448818897637795, 'neutral': 0.84251968503937, 'negative': 0.06299212598425197}",0.5414540359206491
r980227a_FOMC,united states,1998-02-27,"{'positive': 0.0989010989010989, 'neutral': 0.7582417582417582, 'negative': 0.14285714285714285}",0.7166538838768846
r980227b_FOMC,united states,1998-02-27,"{'positive': 0.15950920245398773, 'neutral': 0.5521472392638037, 'negative': 0.2883435582822086}",0.9793310744346448
r980302a_FOMC,united states,1998-03-02,"{'positive': 0.09259259259259259, 'neutral': 0.7592592592592593, 'negative': 0.14814814814814814}",0.7123326274812039
r980303a_FOMC,united states,1998-03-03,"{'positive': 0.12121212121212122, 'neutral': 0.5909090909090909, 'negative': 0.2878787878787879}",0.9251278157134366
r980304a_FOMC,united states,1998-03-04,"{'positive': 0.1910828025477707, 'neutral': 0.5796178343949044, 'negative': 0.22929936305732485}",0.9700622491233528
r980306a_FOMC,united states,1998-03-06,"{'positive': 0, 'neutral': 0.9215686274509803, 'negative': 0.0784313725490196}",0.2749214224331039
r980309a_FOMC,united states,1998-03-09,"{'positive': 0.08823529411764706, 'neutral': 0.8176470588235294, 'negative': 0.09411764705882353}",0.6012452060059335
r980316a_FOMC,united states,1998-03-16,"{'positive': 0.1220472440944882, 'neutral': 0.8110236220472441, 'negative': 0.06692913385826772}",0.6075676490711
r980317a_FOMC,united states,1998-03-17,"{'positive': 0.18181818181818182, 'neutral': 0.7090909090909091, 'negative': 0.10909090909090909}",0.7954184226076528
r980319b_FOMC,united states,1998-03-19,"{'positive': 0.12605042016806722, 'neutral': 0.8151260504201681, 'negative': 0.058823529411764705}",0.5943412328195253
r980319a_FOMC,united states,1998-03-19,"{'positive': 0.14285714285714285, 'neutral': 0.8, 'negative': 0.05714285714285714}",0.6200563412552393
r980326a_FOMC,united states,1998-03-26,"{'positive': 0.1267605633802817, 'neutral': 0.823943661971831, 'negative': 0.04929577464788732}",0.5697537262149536
r980402b_FOMC,united states,1998-04-02,"{'positive': 0.13013698630136986, 'neutral': 0.7123287671232876, 'negative': 0.15753424657534246}",0.7981452444395996
r980402a_FOMC,united states,1998-04-02,"{'positive': 0.0327455919395466, 'neutral': 0.9395465994962217, 'negative': 0.027707808564231738}",0.269906204679822
r980404a_FOMC,united states,1998-04-04,"{'positive': 0.2900763358778626, 'neutral': 0.6412213740458015, 'negative': 0.06870229007633588}",0.8279308623731594
r980409a_FOMC,united states,1998-04-09,"{'positive': 0.40350877192982454, 'neutral': 0.42105263157894735, 'negative': 0.17543859649122806}",1.0357616217878556
r980416a_FOMC,united states,1998-04-16,"{'positive': 0.07086614173228346, 'neutral': 0.6692913385826772, 'negative': 0.25984251968503935}",0.8065089169617667
r980416b_FOMC,united states,1998-04-16,"{'positive': 0.11428571428571428, 'neutral': 0.8035714285714286, 'negative': 0.08214285714285714}",0.6289235090551203
r980423a_FOMC,united states,1998-04-23,"{'positive': 0.14925373134328357, 'neutral': 0.6343283582089553, 'negative': 0.21641791044776118}",0.903872775007893
r980430a_FOMC,united states,1998-04-30,"{'positive': 0.3644067796610169, 'neutral': 0.5847457627118644, 'negative': 0.05084745762711865}",0.8330955515215765
r980502a_FOMC,united states,1998-05-02,"{'positive': 0.14018691588785046, 'neutral': 0.7102803738317757, 'negative': 0.14953271028037382}",0.8025680266662911
r980507b_FOMC,united states,1998-05-07,"{'positive': 0.136986301369863, 'neutral': 0.6712328767123288, 'negative': 0.1917808219178082}",0.8565985075596955
r980507a_FOMC,united states,1998-05-07,"{'positive': 0.18478260869565216, 'neutral': 0.7391304347826086, 'negative': 0.07608695652173914}",0.7314350787412346
r980512b_FOMC,united states,1998-05-12,"{'positive': 0.30097087378640774, 'neutral': 0.5922330097087378, 'negative': 0.10679611650485436}",0.9105177546918339
r980512a_FOMC,united states,1998-05-12,"{'positive': 0.112, 'neutral': 0.832, 'negative': 0.056}",0.5596351199526726
r980520a_FOMC,united states,1998-05-20,"{'positive': 0.2, 'neutral': 0.76, 'negative': 0.04}",0.6592146182148859
r980603a_FOMC,united states,1998-06-03,"{'positive': 0.15121951219512195, 'neutral': 0.751219512195122, 'negative': 0.0975609756097561}",0.7276004689831973
r980609a_FOMC,united states,1998-06-09,"{'positive': 0.16393442622950818, 'neutral': 0.7814207650273224, 'negative': 0.0546448087431694}",0.6480186418743615
r980618a_FOMC,united states,1998-06-18,"{'positive': 0.23655913978494625, 'neutral': 0.5591397849462365, 'negative': 0.20430107526881722}",0.9905355367631533
r980709a_FOMC,united states,1998-07-09,"{'positive': 0.18439716312056736, 'neutral': 0.6099290780141844, 'negative': 0.20567375886524822}",0.9385758014705942
r980710a_FOMC,united states,1998-07-10,"{'positive': 0.26785714285714285, 'neutral': 0.625, 'negative': 0.10714285714285714}",0.8859143338774534
r980720a_FOMC,united states,1998-07-20,"{'positive': 0.12195121951219512, 'neutral': 0.6666666666666666, 'negative': 0.21138211382113822}",0.8554181660979423
r980828a_FOMC,united states,1998-08-28,"{'positive': 0.17582417582417584, 'neutral': 0.7912087912087912, 'negative': 0.03296703296703297}",0.6034175615608411
r980904a_FOMC,united states,1998-09-04,"{'positive': 0.17894736842105263, 'neutral': 0.6368421052631579, 'negative': 0.18421052631578946}",0.9068972510747776
r980915a_FOMC,united states,1998-09-15,"{'positive': 0.1044776119402985, 'neutral': 0.6940298507462687, 'negative': 0.20149253731343283}",0.8122715099510359
r980917a_FOMC,united states,1998-09-17,"{'positive': 0.30714285714285716, 'neutral': 0.4642857142857143, 'negative': 0.22857142857142856}",1.0561400911262269
r980918a_FOMC,united states,1998-09-18,"{'positive': 0.15723270440251572, 'neutral': 0.7610062893081762, 'negative': 0.08176100628930817}",0.7034520431893467
r980928a_FOMC,united states,1998-09-28,"{'positive': 0.15492957746478872, 'neutral': 0.7887323943661971, 'negative': 0.056338028169014086}",0.6381486076549775
r980929a_FOMC,united states,1998-09-29,"{'positive': 0.18018018018018017, 'neutral': 0.7747747747747747, 'negative': 0.04504504504504504}",0.6461454940055595
r981005a_FOMC,united states,1998-10-05,"{'positive': 0.1646090534979424, 'neutral': 0.6255144032921811, 'negative': 0.20987654320987653}",0.9181308894223095
r981014a_FOMC,united states,1998-10-14,"{'positive': 0.15447154471544716, 'neutral': 0.7398373983739838, 'negative': 0.10569105691056911}",0.7489575476960297
r981016a_FOMC,united states,1998-10-16,"{'positive': 0.08333333333333333, 'neutral': 0.8125, 'negative': 0.10416666666666667}",0.6113828607890102
r981022c_FOMC,united states,1998-10-22,"{'positive': 0.09090909090909091, 'neutral': 0.7676767676767676, 'negative': 0.1414141414141414}",0.6975687625345823
r981022b_FOMC,united states,1998-10-22,"{'positive': 0.2111801242236025, 'neutral': 0.7204968944099379, 'negative': 0.06832298136645963}",0.7479287873070104
r981022a_FOMC,united states,1998-10-22,"{'positive': 0.18452380952380953, 'neutral': 0.5059523809523809, 'negative': 0.30952380952380953}",1.0195375894809335
r981027a_FOMC,united states,1998-10-27,"{'positive': 0.16666666666666666, 'neutral': 0.7536231884057971, 'negative': 0.07971014492753623}",0.7134140585060794
r981029a_FOMC,united states,1998-10-29,"{'positive': 0.13768115942028986, 'neutral': 0.6594202898550725, 'negative': 0.2028985507246377}",0.871208163547774
r981105a_FOMC,united states,1998-11-05,"{'positive': 0.1870967741935484, 'neutral': 0.632258064516129, 'negative': 0.18064516129032257}",0.9125856442467983
r981106a_FOMC,united states,1998-11-06,"{'positive': 0.06711409395973154, 'neutral': 0.8791946308724832, 'negative': 0.053691275167785234}",0.45151521465196925
r990103a_FOMC,united states,1999-01-03,"{'positive': 0.152, 'neutral': 0.696, 'negative': 0.152}",0.8249322370521129
r990104a_FOMC,united states,1999-01-04,"{'positive': 0.19463087248322147, 'neutral': 0.7181208053691275, 'negative': 0.087248322147651}",0.7691234468579982
r990111a_FOMC,united states,1999-01-11,"{'positive': 0.1935483870967742, 'neutral': 0.7225806451612903, 'negative': 0.08387096774193549}",0.7605081060681806
r990115a_FOMC,united states,1999-01-15,"{'positive': 0.09022556390977443, 'neutral': 0.7969924812030075, 'negative': 0.11278195488721804}",0.6440019343129697
r990121a_FOMC,united states,1999-01-21,"{'positive': 0.11363636363636363, 'neutral': 0.7803030303030303, 'negative': 0.10606060606060606}",0.678675851231831
r990211a_FOMC,united states,1999-02-11,"{'positive': 0.3135593220338983, 'neutral': 0.5, 'negative': 0.1864406779661017}",1.023382879277896
r990216a_FOMC,united states,1999-02-16,"{'positive': 0.24761904761904763, 'neutral': 0.6571428571428571, 'negative': 0.09523809523809523}",0.8454869241031435
r990224a_FOMC,united states,1999-02-24,"{'positive': 0.22916666666666666, 'neutral': 0.6770833333333334, 'negative': 0.09375}",0.823586444456114
r990225a_FOMC,united states,1999-02-25,"{'positive': 0.13592233009708737, 'neutral': 0.7766990291262136, 'negative': 0.08737864077669903}",0.6805158369233238
r990225b_FOMC,united states,1999-02-25,"{'positive': 0.1588235294117647, 'neutral': 0.6411764705882353, 'negative': 0.2}",0.899088011273538
r990301a_FOMC,united states,1999-03-01,"{'positive': 0.04838709677419355, 'neutral': 0.8709677419354839, 'negative': 0.08064516129032258}",0.46990591822822625
r990303a_FOMC,united states,1999-03-03,"{'positive': 0.14150943396226415, 'neutral': 0.7924528301886793, 'negative': 0.0660377358490566}",0.6405076303124568
r990308b_FOMC,united states,1999-03-08,"{'positive': 0.1839080459770115, 'neutral': 0.7126436781609196, 'negative': 0.10344827586206896}",0.7875314218194325
r990308a_FOMC,united states,1999-03-08,"{'positive': 0.39215686274509803, 'neutral': 0.5294117647058824, 'negative': 0.0784313725490196}",0.903444881789497
r990309a_FOMC,united states,1999-03-09,"{'positive': 0.26804123711340205, 'neutral': 0.5979381443298969, 'negative': 0.13402061855670103}",0.9297568934801784
r990310a_FOMC,united states,1999-03-10,"{'positive': 0.0625, 'neutral': 0.875, 'negative': 0.0625}",0.46341355882643
r990312a_FOMC,united states,1999-03-12,"{'positive': 0.05161290322580645, 'neutral': 0.864516129032258, 'negative': 0.08387096774193549}",0.4867128125717577
r990316a_FOMC,united states,1999-03-16,"{'positive': 0.04395604395604396, 'neutral': 0.9010989010989011, 'negative': 0.054945054945054944}",0.3906029649529069
r990316b_FOMC,united states,1999-03-16,"{'positive': 0.3364485981308411, 'neutral': 0.35514018691588783, 'negative': 0.308411214953271}",1.0969437374299766
r990319a_FOMC,united states,1999-03-19,"{'positive': 0.16379310344827586, 'neutral': 0.7413793103448276, 'negative': 0.09482758620689655}",0.7415638455654499
r990325a_FOMC,united states,1999-03-25,"{'positive': 0.1773049645390071, 'neutral': 0.6595744680851063, 'negative': 0.16312056737588654}",0.8769867311488899
r990406a_FOMC,united states,1999-04-06,"{'positive': 0.21153846153846154, 'neutral': 0.6730769230769231, 'negative': 0.11538461538461539}",0.8442324307298911
r990413a_FOMC,united states,1999-04-13,"{'positive': 0.15503875968992248, 'neutral': 0.7674418604651163, 'negative': 0.07751937984496124}",0.6903754930101629
r990414a_FOMC,united states,1999-04-14,"{'positive': 0.21739130434782608, 'neutral': 0.45962732919254656, 'negative': 0.32298136645962733}",1.0540585735840142
r990416a_FOMC,united states,1999-04-16,"{'positive': 0.27, 'neutral': 0.55, 'negative': 0.18}",0.9909940638677539
r990422a_FOMC,united states,1999-04-22,"{'positive': 0.13548387096774195, 'neutral': 0.7483870967741936, 'negative': 0.11612903225806452}",0.7377597943214327
r990422b_FOMC,united states,1999-04-22,"{'positive': 0.14432989690721648, 'neutral': 0.6082474226804123, 'negative': 0.24742268041237114}",0.9273418678497564
r990426a_FOMC,united states,1999-04-26,"{'positive': 0.20535714285714285, 'neutral': 0.7053571428571429, 'negative': 0.08928571428571429}",0.7869935298557589
r990429a_FOMC,united states,1999-04-29,"{'positive': 0.125, 'neutral': 0.7279411764705882, 'negative': 0.14705882352941177}",0.7729774042407587
r990506a_FOMC,united states,1999-05-06,"{'positive': 0.3505747126436782, 'neutral': 0.39655172413793105, 'negative': 0.25287356321839083}",1.0819231243628833
r990513a_FOMC,united states,1999-05-13,"{'positive': 0.11363636363636363, 'neutral': 0.8181818181818182, 'negative': 0.06818181818181818}",0.5944235381774705
r990601a_FOMC,united states,1999-06-01,"{'positive': 0.2702702702702703, 'neutral': 0.5585585585585585, 'negative': 0.17117117117117117}",0.9810383641337512
r990602a_FOMC,united states,1999-06-02,"{'positive': 0.1935483870967742, 'neutral': 0.6129032258064516, 'negative': 0.1935483870967742}",0.9357467452948549
r990603a_FOMC,united states,1999-06-03,"{'positive': 0.2019704433497537, 'neutral': 0.7142857142857143, 'negative': 0.08374384236453201}",0.7711001946338287
r990610b_FOMC,united states,1999-06-10,"{'positive': 0.16417910447761194, 'neutral': 0.7164179104477612, 'negative': 0.11940298507462686}",0.7893190543491821
r990610a_FOMC,united states,1999-06-10,"{'positive': 0.14285714285714285, 'neutral': 0.7857142857142857, 'negative': 0.07142857142857142}",0.6559757323365467
r990614a_FOMC,united states,1999-06-14,"{'positive': 0.18048780487804877, 'neutral': 0.7707317073170732, 'negative': 0.04878048780487805}",0.6570595941821276
r990616a_FOMC,united states,1999-06-16,"{'positive': 0.042328042328042326, 'neutral': 0.8994708994708994, 'negative': 0.0582010582010582}",0.3946670434577098
r990622a_FOMC,united states,1999-06-22,"{'positive': 0.023255813953488372, 'neutral': 0.9534883720930233, 'negative': 0.023255813953488372}",0.22035233116154795
r990729a_FOMC,united states,1999-07-29,"{'positive': 0.15315315315315314, 'neutral': 0.7927927927927928, 'negative': 0.05405405405405406}",0.6291624234888551
r990827a_FOMC,united states,1999-08-27,"{'positive': 0.15, 'neutral': 0.66, 'negative': 0.19}",0.8743471200436952
r990908b_FOMC,united states,1999-09-08,"{'positive': 0.19101123595505617, 'neutral': 0.7191011235955056, 'negative': 0.0898876404494382}",0.7698871953791807
r990908a_FOMC,united states,1999-09-08,"{'positive': 0.20657276995305165, 'neutral': 0.6854460093896714, 'negative': 0.107981220657277}",0.8250138669855235
r990909a_FOMC,united states,1999-09-09,"{'positive': 0.1592920353982301, 'neutral': 0.7522123893805309, 'negative': 0.08849557522123894}",0.7213887092101431
r990915a_FOMC,united states,1999-09-15,"{'positive': 0.16666666666666666, 'neutral': 0.8095238095238095, 'negative': 0.023809523809523808}",0.5586784544658283
r990916a_FOMC,united states,1999-09-16,"{'positive': 0.18421052631578946, 'neutral': 0.8157894736842105, 'negative': 0}",0.47771841282041927
r990917a_FOMC,united states,1999-09-17,"{'positive': 0.1337579617834395, 'neutral': 0.7898089171974523, 'negative': 0.07643312101910828}",0.6519861548726873
r990917b_FOMC,united states,1999-09-17,"{'positive': 0.17567567567567569, 'neutral': 0.6621621621621622, 'negative': 0.16216216216216217}",0.8734919033139443
r990921a_FOMC,united states,1999-09-21,"{'positive': 0.23484848484848486, 'neutral': 0.6515151515151515, 'negative': 0.11363636363636363}",0.8665274996062622
r990927a_FOMC,united states,1999-09-27,"{'positive': 0.2, 'neutral': 0.6173913043478261, 'negative': 0.1826086956521739}",0.9301355246372003
r990927b_FOMC,united states,1999-09-27,"{'positive': 0.16666666666666666, 'neutral': 0.8, 'negative': 0.03333333333333333}",0.5905146653114488
r990928a_FOMC,united states,1999-09-28,"{'positive': 0.16535433070866143, 'neutral': 0.7401574803149606, 'negative': 0.09448818897637795}",0.7432141689544318
r990930a_FOMC,united states,1999-09-30,"{'positive': 0.20588235294117646, 'neutral': 0.6176470588235294, 'negative': 0.17647058823529413}",0.9290987878235906
r991001a_FOMC,united states,1999-10-01,"{'positive': 0.11940298507462686, 'neutral': 0.7014925373134329, 'negative': 0.1791044776119403}",0.8104933744466758
r991006a_FOMC,united states,1999-10-06,"{'positive': 0.16666666666666666, 'neutral': 0.7466666666666667, 'negative': 0.08666666666666667}",0.7287145550712184
r991011a_FOMC,united states,1999-10-11,"{'positive': 0.11363636363636363, 'neutral': 0.8295454545454546, 'negative': 0.056818181818181816}",0.5651029542970302
r991014a_FOMC,united states,1999-10-14,"{'positive': 0.11764705882352941, 'neutral': 0.7058823529411765, 'negative': 0.17647058823529413}",0.8037421073162029
r991015a_FOMC,united states,1999-10-15,"{'positive': 0.23636363636363636, 'neutral': 0.6727272727272727, 'negative': 0.09090909090909091}",0.8255969311050748
r991019a_FOMC,united states,1999-10-19,"{'positive': 0.22321428571428573, 'neutral': 0.5982142857142857, 'negative': 0.17857142857142858}",0.9497404195809913
r991028b_FOMC,united states,1999-10-28,"{'positive': 0.1518987341772152, 'neutral': 0.7721518987341772, 'negative': 0.0759493670886076}",0.681691620474663
r991028a_FOMC,united states,1999-10-28,"{'positive': 0.32061068702290074, 'neutral': 0.5114503816793893, 'negative': 0.16793893129770993}",1.0072624877738299
r991102a_FOMC,united states,1999-11-02,"{'positive': 0.2857142857142857, 'neutral': 0.6142857142857143, 'negative': 0.1}",0.8875292207737846
r991104a_FOMC,united states,1999-11-04,"{'positive': 0.13636363636363635, 'neutral': 0.7272727272727273, 'negative': 0.13636363636363635}",0.7749927584562633
r991115a_FOMC,united states,1999-11-15,"{'positive': 0.0945945945945946, 'neutral': 0.8648648648648649, 'negative': 0.04054054054054054}",0.4785823196310545
r991130a_FOMC,united states,1999-11-30,"{'positive': 0.1760299625468165, 'neutral': 0.7490636704119851, 'negative': 0.0749063670411985}",0.7163308454374784
r991215a_FOMC,united states,1999-12-15,"{'positive': 0.09392265193370165, 'neutral': 0.8674033149171271, 'negative': 0.03867403314917127}",0.4713335542932996
r000107a_FOMC,united states,2000-01-07,"{'positive': 0.21935483870967742, 'neutral': 0.44516129032258067, 'negative': 0.33548387096774196}",1.0594620200134748
r000113b_FOMC,united states,2000-01-13,"{'positive': 0.13917525773195877, 'neutral': 0.7164948453608248, 'negative': 0.14432989690721648}",0.7926973427118398
r000113a_FOMC,united states,2000-01-13,"{'positive': 0.3225806451612903, 'neutral': 0.532258064516129, 'negative': 0.14516129032258066}",0.9807728335047747
r000114a_FOMC,united states,2000-01-14,"{'positive': 0.11842105263157894, 'neutral': 0.8223684210526315, 'negative': 0.05921052631578947}",0.5808480866295358
r000120a_FOMC,united states,2000-01-20,"{'positive': 0.13095238095238096, 'neutral': 0.6607142857142857, 'negative': 0.20833333333333334}",0.866833214690869
r000203a_FOMC,united states,2000-02-03,"{'positive': 0.08547008547008547, 'neutral': 0.8974358974358975, 'negative': 0.017094017094017096}",0.37689203686954836
r000217a_FOMC,united states,2000-02-17,"{'positive': 0.13432835820895522, 'neutral': 0.753731343283582, 'negative': 0.11194029850746269}",0.7278799726402299
r000223a_FOMC,united states,2000-02-23,"{'positive': 0.06622516556291391, 'neutral': 0.8410596026490066, 'negative': 0.09271523178807947}",0.5458598796970755
r000225a_FOMC,united states,2000-02-25,"{'positive': 0.13043478260869565, 'neutral': 0.8152173913043478, 'negative': 0.05434782608695652}",0.5905094697137165
r000303a_FOMC,united states,2000-03-03,"{'positive': 0.1276595744680851, 'neutral': 0.7801418439716312, 'negative': 0.09219858156028368}",0.6762501490569148
r000306a_FOMC,united states,2000-03-06,"{'positive': 0.17037037037037037, 'neutral': 0.7851851851851852, 'negative': 0.044444444444444446}",0.6297824246782968
r000306b_FOMC,united states,2000-03-06,"{'positive': 0.3113207547169811, 'neutral': 0.5660377358490566, 'negative': 0.12264150943396226}",0.9427809345958419
r000307a_FOMC,united states,2000-03-07,"{'positive': 0.07547169811320754, 'neutral': 0.8867924528301887, 'negative': 0.03773584905660377}",0.4252275911752877
r000308a_FOMC,united states,2000-03-08,"{'positive': 0.23958333333333334, 'neutral': 0.6979166666666666, 'negative': 0.0625}",0.7666260114581123
r000313a_FOMC,united states,2000-03-13,"{'positive': 0.1557377049180328, 'neutral': 0.7254098360655737, 'negative': 0.11885245901639344}",0.775617586749029
r000322a_FOMC,united states,2000-03-22,"{'positive': 0.29591836734693877, 'neutral': 0.5714285714285714, 'negative': 0.1326530612244898}",0.9480734439993875
r000330a_FOMC,united states,2000-03-30,"{'positive': 0.14782608695652175, 'neutral': 0.7130434782608696, 'negative': 0.1391304347826087}",0.7981753920114159
r000405a_FOMC,united states,2000-04-05,"{'positive': 0.4117647058823529, 'neutral': 0.4411764705882353, 'negative': 0.14705882352941177}",1.0082797836362416
r000406a_FOMC,united states,2000-04-06,"{'positive': 0.2542372881355932, 'neutral': 0.6440677966101694, 'negative': 0.1016949152542373}",0.8639851743887002
r000407a_FOMC,united states,2000-04-07,"{'positive': 0.35802469135802467, 'neutral': 0.5432098765432098, 'negative': 0.09876543209876543}",0.9278879781854026
r000410a_FOMC,united states,2000-04-10,"{'positive': 0.2345679012345679, 'neutral': 0.7037037037037037, 'negative': 0.06172839506172839}",0.7593201122909298
r000411a_FOMC,united states,2000-04-11,"{'positive': 0.30526315789473685, 'neutral': 0.5578947368421052, 'negative': 0.1368421052631579}",0.9599675007071706
r000412a_FOMC,united states,2000-04-12,"{'positive': 0.3313953488372093, 'neutral': 0.5581395348837209, 'negative': 0.11046511627906977}",0.9348451206992437
r000414a_FOMC,united states,2000-04-14,"{'positive': 0.09401709401709402, 'neutral': 0.7948717948717948, 'negative': 0.1111111111111111}",0.6489009218829284
r000414b_FOMC,united states,2000-04-14,"{'positive': 0.08888888888888889, 'neutral': 0.8222222222222222, 'negative': 0.08888888888888889}",0.5912332085081992
r000417a_FOMC,united states,2000-04-17,"{'positive': 0.24, 'neutral': 0.72, 'negative': 0.04}",0.7077858865682289
r000420a_FOMC,united states,2000-04-20,"{'positive': 0.24615384615384617, 'neutral': 0.6666666666666666, 'negative': 0.08717948717948718}",0.8280674871188229
r000427a_FOMC,united states,2000-04-27,"{'positive': 0.4523809523809524, 'neutral': 0.47619047619047616, 'negative': 0.07142857142857142}",0.9006500244441655
r000504a_FOMC,united states,2000-05-04,"{'positive': 0.208, 'neutral': 0.704, 'negative': 0.088}",0.7875697559949189
r000504b_FOMC,united states,2000-05-04,"{'positive': 0.13114754098360656, 'neutral': 0.7540983606557377, 'negative': 0.11475409836065574}",0.7276868540860285
r000509a_FOMC,united states,2000-05-09,"{'positive': 0.3220338983050847, 'neutral': 0.6016949152542372, 'negative': 0.07627118644067797}",0.8668408402659865
r000511a_FOMC,united states,2000-05-11,"{'positive': 0.2962962962962963, 'neutral': 0.5987654320987654, 'negative': 0.10493827160493827}",0.9040825062980471
r000512a_FOMC,united states,2000-05-12,"{'positive': 0.27692307692307694, 'neutral': 0.6076923076923076, 'negative': 0.11538461538461539}",0.9074281801029069
r000518a_FOMC,united states,2000-05-18,"{'positive': 0.5238095238095238, 'neutral': 0.47619047619047616, 'negative': 0}",0.6920129648318738
r000522a_FOMC,united states,2000-05-22,"{'positive': 0.18181818181818182, 'neutral': 0.71900826446281, 'negative': 0.09917355371900827}",0.776320958040644
r000525a_FOMC,united states,2000-05-25,"{'positive': 0.35789473684210527, 'neutral': 0.5263157894736842, 'negative': 0.11578947368421053}",0.9552005115043423
r000526a_FOMC,united states,2000-05-26,"{'positive': 0.11818181818181818, 'neutral': 0.8818181818181818, 'negative': 0}",0.363286669775797
r000531a_FOMC,united states,2000-05-31,"{'positive': 0.1038961038961039, 'neutral': 0.8376623376623377, 'negative': 0.05844155844155844}",0.5496003886829917
r000601a_FOMC,united states,2000-06-01,"{'positive': 0.11475409836065574, 'neutral': 0.8032786885245902, 'negative': 0.08196721311475409}",0.6294352541244851
r000606a_FOMC,united states,2000-06-06,"{'positive': 0.36312849162011174, 'neutral': 0.5251396648044693, 'negative': 0.11173184357541899}",0.9509638642336232
r000613a_FOMC,united states,2000-06-13,"{'positive': 0.37209302325581395, 'neutral': 0.5038759689922481, 'negative': 0.12403100775193798}",0.9721051127133645
r000711a_FOMC,united states,2000-07-11,"{'positive': 0.2777777777777778, 'neutral': 0.6111111111111112, 'negative': 0.1111111111111111}",0.900908873225472
r000712a_FOMC,united states,2000-07-12,"{'positive': 0.125, 'neutral': 0.7019230769230769, 'negative': 0.17307692307692307}",0.8119430867090314
r000825a_FOMC,united states,2000-08-25,"{'positive': 0.2916666666666667, 'neutral': 0.5416666666666666, 'negative': 0.16666666666666666}",0.9901000747284985
r000831a_FOMC,united states,2000-08-31,"{'positive': 0.17415730337078653, 'neutral': 0.7415730337078652, 'negative': 0.08426966292134831}",0.7345688866012219
r000915a_FOMC,united states,2000-09-15,"{'positive': 0.1885245901639344, 'neutral': 0.7131147540983607, 'negative': 0.09836065573770492}",0.7837812653334596
r000918a_FOMC,united states,2000-09-18,"{'positive': 0.1650485436893204, 'neutral': 0.7766990291262136, 'negative': 0.05825242718446602}",0.6592210810623103
r001011a_FOMC,united states,2000-10-11,"{'positive': 0.11023622047244094, 'neutral': 0.8267716535433071, 'negative': 0.06299212598425197}",0.574516443036605
r001016a_FOMC,united states,2000-10-16,"{'positive': 0.21359223300970873, 'neutral': 0.6310679611650486, 'negative': 0.1553398058252427}",0.9094908710166663
r001019a_FOMC,united states,2000-10-19,"{'positive': 0.2911392405063291, 'neutral': 0.6582278481012658, 'negative': 0.05063291139240506}",0.7855716780735503
r001019b_FOMC,united states,2000-10-19,"{'positive': 0.3274336283185841, 'neutral': 0.504424778761062, 'negative': 0.168141592920354}",1.010553963503774
r001019c_FOMC,united states,2000-10-19,"{'positive': 0.19367588932806323, 'neutral': 0.6758893280632411, 'negative': 0.13043478260869565}",0.8483760013845583
r001020a_FOMC,united states,2000-10-20,"{'positive': 0.20454545454545456, 'neutral': 0.7196969696969697, 'negative': 0.07575757575757576}",0.756803808843123
r001024a_FOMC,united states,2000-10-24,"{'positive': 0.12682926829268293, 'neutral': 0.8146341463414634, 'negative': 0.05853658536585366}",0.5950375086037124
r001031a_FOMC,united states,2000-10-31,"{'positive': 0.3230769230769231, 'neutral': 0.5461538461538461, 'negative': 0.13076923076923078}",0.9614035113264245
r001114a_FOMC,united states,2000-11-14,"{'positive': 0.2891566265060241, 'neutral': 0.6024096385542169, 'negative': 0.10843373493975904}",0.9049916512208873
r001120a_FOMC,united states,2000-11-20,"{'positive': 0.3548387096774194, 'neutral': 0.5806451612903226, 'negative': 0.06451612903225806}",0.8601215914518259
r001121a_FOMC,united states,2000-11-21,"{'positive': 0.19718309859154928, 'neutral': 0.7605633802816901, 'negative': 0.04225352112676056}",0.662006947533023
r001205a_FOMC,united states,2000-12-05,"{'positive': 0.3140495867768595, 'neutral': 0.4380165289256198, 'negative': 0.24793388429752067}",1.0710825543758338
r001206a_FOMC,united states,2000-12-06,"{'positive': 0.35172413793103446, 'neutral': 0.47586206896551725, 'negative': 0.1724137931034483}",1.0239864892629431
r001206b_FOMC,united states,2000-12-06,"{'positive': 0.2, 'neutral': 0.7647058823529411, 'negative': 0.03529411764705882}",0.6450555358058881
r001208a_FOMC,united states,2000-12-08,"{'positive': 0.36666666666666664, 'neutral': 0.6, 'negative': 0.03333333333333333}",0.7877460602317207
r010112a_FOMC,united states,2001-01-12,"{'positive': 0.36507936507936506, 'neutral': 0.5158730158730159, 'negative': 0.11904761904761904}",0.9626832577590341
r010125a_FOMC,united states,2001-01-25,"{'positive': 0.16393442622950818, 'neutral': 0.7377049180327869, 'negative': 0.09836065573770492}",0.7489686217967019
r010214a_FOMC,united states,2001-02-14,"{'positive': 0.16666666666666666, 'neutral': 0.7916666666666666, 'negative': 0.041666666666666664}",0.6159905783211985
r010215a_FOMC,united states,2001-02-15,"{'positive': 0.07462686567164178, 'neutral': 0.8855721393034826, 'negative': 0.03980099502487562}",0.4296046229746827
r010220a_FOMC,united states,2001-02-20,"{'positive': 0.25471698113207547, 'neutral': 0.6745283018867925, 'negative': 0.07075471698113207}",0.8013378140202637
